ID;Kitab;Matan
1212;Musnad Syafi'i 1212;"Hormatilah sahabat-sahabatku, kemudian orang-orang yang mengiringi mereka, lalu orang-orang yang mengiringi para pengiring sahabatku. Setelah itu akan timbul dusta hingga seorang lelaki berani bersumpah, padahal dia tidak diminta untuk bersumpah; dan berani bersaksi, padahal tidak diminta bersaksi. Ingatlah, barangsiapa yang suka tinggal di taman surga, hendaklah ia menetapi jamaah, karena sesungguhnya syetan itu selalu menyertai orang yang sendirian, tetapi terhadap 2 orang syetan lebih jauh (daripada terhadap orang yang sendirian). Dan jangan sekali-kali seorang lelaki menyendiri bersama seorang wanita, karena sesungguhnya syetanlah orang ketiganya. Barangsiapa yang suka terhadap amal baiknya dan susah terhadap amal buruknya, maka dia adalah orang mukmin.""448"
1213;Musnad Syafi'i 1213;"Lalu hal tersebut diceritakan oleh Subai'ah kepada Rasulullah , maka beliau bersabda, ""Abu As-Sanabil berdusta -atau perihalnya bukan seperti apa yang dikatakan oleh Abu As-Sanabil- kamu telah halal, maka kawinlah.”449"
1217;Musnad Syafi'i 1217;"Kemarilah, aku akan berbagi harta denganmu, aku serahkan kepadamu salah seorang dari istriku yang kamu sukai, dan aku cukupkan kamu dari bekerja (tidak usah berusaha lagi)."" Maka Abdurrahman berkata kepadanya, ""Semoga Allah memberkatimu dalam keluarga dan harta bendamu, tunjukkanlah pasar kepadaku."" Lalu Abdurrahman berangkat ke pasar, dan ternyata ia memperoleh suatu keuntungan, maka ia melamar seorang wanita dan mengawininya. Rasulullah  bertanya kepadanya, ""Berapakah maskawin yang engkau berikan kepadanya, hai Abdurrahman?"" Ia menjawab, ""Dengan emas seberat biji kurma."" Nabi  bersabda, ""Buatlah walimah (pesta), sekalipun dengan (menyembelih) seekor kambing!""452"
1229;Musnad Syafi'i 1229;"Apakah yang kamu maksud, sedangkan Allah  telah berfirman, 'Setelah itu boleh rujuk lagi dengan cara yang makruf atau menceraikan dengan cara yang baik'."" (Qs. Al Baqarah [2]- 229) 464"
1259;Musnad Syafi'i 1259;"Apakah wanita tersebut adalah orang yang dikatakan oleh Nabi , 'Seandainya aku merajam seseorang tanpa saksi, niscaya aku akan merajamnya?'"" Ibnu Abbas menjawab, ""Bukan, wanita itu yang telah mengakui dirinya."" 494"
1262;Musnad Syafi'i 1262;"Allah Maha Mengetahui bahwa salah seorang dari kamu berdua ada yang berdusta, maukah salah seorang dari kamu bertobat?""496"
1280;Musnad Syafi'i 1280;"Keduanya diceraikan."" Abu Az-Zinad bertanya, ""Apakah hal itu Sunnah (tuntunan Nabi )?"" Sa'id menjawab, ""(Ya), Sunnah."" 514

Asy-Syafi'i RA mengatakan bahwa makna yang dimaksud dari ucapan Sa'id bin Musayyab ""Sunnah"" lebih mirip menunjukkan tuntunan Rasulullah SAW."
1294;Musnad Syafi'i 1294;"Dia adalah Maib, budak Bani Fulan. Kalau tidak salah, aku melihatnya mengikuti Barirah di tengah jalan seraya menangis."" 528"
1302;Musnad Syafi'i 1302;"Sesungguhnya istriku telah melahirkan bayi laki-laki yang berkulit hitam."" Nabi  bersabda, ""Apakah engkau mempunyai unta?"" Lelaki badui menjawab, ""Ya."" Nabi  bertanya, ""Apakah warnanya?"" Lelaki badui menjawab, ""Merah."" Nabi  bertanya lagi, ""Apakah di antaranya ada yang berwarna coklat?"" Lelaki badui menjawab, ""Ya, di antaranya memang ada yang coklat."" Nabi  bertanya, ""Maka dari manakah bisa demikian?"" Lelaki badui menjawab, ""Barangkali dari salah satu kakek moyangnya."" Maka Nabi  bersabda, ""Yang ini pun barangkali berasal dari salah satu kakek moyangnya."""
1311;Musnad Syafi'i 1311;"Kawinlah kamu, karena apabila kamu mempunyai anak dan anak itu masih hidup sesudah kamu tiada, niscaya dia mendoakanmu."" 545"
1312;Musnad Syafi'i 1312;"Laki-laki yang berzina tidak mengawini melainkan perempuan yang berzina."" (Qs. An-Nuur [24]: 3) ada di-nasakh oleh firman-Nya, ""Dan kawinkanlah orang-orang yang sendirian di antara kalian."" (Qs. An- Nuur [24]: 32) Sedangkan dia termasuk orang-orang yang sendirian dari kalangan kaum muslim. 546"
1332;Musnad Syafi'i 1332;"Apabila seorang laki-laki menceraikan istrinya, maka suami lebih berhak untuk rujuknya sebelum bersuci dari masa haidnya yang ketiga pada thalak yang pertama dan pada thalak yang kedua."" 566"
1337;Musnad Syafi'i 1337;"(Qs. An-Najm [53]: 37-38) 571 Sampai disini perkataan Ar-Rabi'; Asy-Syafi'i mengabarkan kepada kami, dan ia berkata setelah itu; Asy-Syafi'i menceritakan kepada kami."
1345;Musnad Syafi'i 1345;"Kalian akan menjumpai manusia itu bagaikan barang tambang; orang-orang terbaik dari mereka di zaman Jahiliyah adalah orang-orang terbaik dari mereka dalam Islam apabila mereka mengerti.""579"
1347;Musnad Syafi'i 1347;"Maka Rasulullah  menghadap ke arah kiblat dan mengangkat kedua tangannya, sedangkan orang-orang mengatakan bahwa Daus pasti binasa. Lalu beliau berdoa, ""Ya Allah, berilah petunjuk kepada kabilah Daus, dan datangkanlah mereka.""581"
1350;Musnad Syafi'i 1350;"Kelak akan datang kepada kalian penduduk Yaman, mereka memiliki kalbu yang lemah lembut; iman adalah Yaman. dan hikmah adalah Yaman pula.""584"
1358;Musnad Syafi'i 1358;"Rasulullah telah melarang membuat minuman perasan dalam wadah jar, baik minuman yang hijau, putih ataupun merah."" 592"
1360;Musnad Syafi'i 1360;"Janganlah kalian membuat perasan anggur di dalam duba dan wadah yang dicat dengan zhift (ter). Abu Salamah mengatakan bahwa setelah itu Abu Hurairah  berkata, ""Hindarilah oleh kalian hantam dan naqir.""594"
1362;Musnad Syafi'i 1362;"Setiap yang memabukkan hukumnya haram.""596"
1375;Musnad Syafi'i 1375;"Sesungguhnya aku menemukan dari Ubaidillah dan teman-temannya bau minuman keras, dan aku menanyakan tentang apa yang telah mereka minum. Jika minuman itu memabukkan, niscaya aku menghukum had mereka."" Sufyan mengatakan: Ma'mar menceritakan kepadaku dari Az-Zuhri, dari As-Saib bin Yazid bahwa dia menyaksikan Umar  menghukum had mereka.609"
1381;Musnad Syafi'i 1381;"Bagaimanakah pendapatmu jika seseorang minum sebanyak 10 kali, sedangkun ia tidak mabuk? Jika dikatakan halal, niscaya timbul pertanyaan, 'Bagaimanakah pendapatmu jika orang itu keluar, lalu terkena angin dan ia menjadi mabuk?' Jika dikatakan bahwa minuman itu haram, maka timbul pertanyaan lain, 'Bagaimanakah pendapatmu tentang suatu minuman yang telah diminum dan masuk ke dalam perut dalam keadaan halal, kemudian minuman itu menjadi haram karena pengaruh angin?"" Asy-Syafi'i berkata, ''Sesuatu yang memabukkan bila banyak, maka sedikitnya juga haram."""
1389;Musnad Syafi'i 1389;"Aku tidak suka memperbolehkan keduanya dihimpun dalam perkawinan."" Ubaidillah berkata, ""Ayahku mengatakan, 'Aku berharap Umar akan menjatuhkan sanksi lebih berat daripada yang ada sekarang dalam memutuskan masalah ini'."" 623"
1391;Musnad Syafi'i 1391;"Laki-laki yang berzina tidak mengawini melainkan perempuan yang berzina "" (Qs. An-Nuur [24]: 3) Ibnu Al Musayyab mengatakan bahwa ayat ini di-mansukh oleh firman-Nya, ""Dan kawinkanlah orang-orang yang sendirian di antara kalian"" (Qs. An-Nuur[24]: 32) Sedangkan dia tennasuk orang-orang yang sendirian dari kalangan kaum muslim. 625"
1392;Musnad Syafi'i 1392;"Sesungguhnya aku mempunyai seorang istri yang tidak pernah menolak tangan orang yang memegangnya."" Nabi bersabda, 'Maka ceraikanlah ia"" Lelaki itu menjawab, ""Sesungguhnya aku mencintainya."" Nabi bersabda, ""Jika demikian pertahankanlah dia.""626"
1402;Musnad Syafi'i 1402;"Janganlah seseorang di antara kalian melamar di atas lamaran saudaranya.""636"
1417;Musnad Syafi'i 1417;"Apabila wanita yang diceraikan telah memasuki masa haid yang ketiga, berarti dia telah terbebas dari mantan suaminya."" 651"
1426;Musnad Syafi'i 1426;"Seandainya aku mampu, niscaya aku menjadikannya sekali haid dan separuhnya."" Maka seorang lelaki berkata, ""Jadikan saja satu setengah bulan."" Maka, Umar  diam (yakni setuju dengan pendapat lelaki tersebut). 660"
1455;Musnad Syafi'i 1455;"Apabila seseorang di antara kalian menyuruh pelayan untuk memasak makanan sedangkan ia tidak turut memakannya, hendaklah ia memanggilnya dan mempersilakannya duduk (ikut makan). Jika ia tidak mau, bujuklah ia untuk mengambil barang sesuap lalu menyuapkannya atau memberikan. Atau semakna dengan kalimat ini.""687"
1462;Musnad Syafi'i 1462;"Tidak dapat menjadikan mahram sekali sedot, tidak 2 kali sedot, tidak sekali menyusu, tidak pula 2 kali menyusu.""692"
1465;Musnad Syafi'i 1465;"Wahai Rasulullah, sesungguhnya aku memperoleh harta yang belum pernah kuperoleh sebelumnya sebanyak itu, sedangkan aku bermaksud akan menjadikannya sebagai sarana ber-taqarrub (mendekatkan diri) kepada Allah ."" Maka Nabi  bersabda, ""Pertahankanlah pokoknya, dan manfaatkanlah hasilnya di jalan Allah.""695"
1480;Musnad Syafi'i 1480;"Meeka (kaum wanita dan anak-anak) termasuk dari kaum laki-lakinya."" Adakalanya Sufyan mengetengahkan hadis ini dengan kalimat, ""Mereka adalah bagian dari ayah-ayahnya.""710"
1576;Musnad Syafi'i 1576;"Barangsiapa memberi sesuatu secara umra, maka sesuatu itu untuknya.""804"
1577;Musnad Syafi'i 1577;"Umra adalah untuk ahli waris.""805"
1578;Musnad Syafi'i 1578;"Sesungguhnya aku telah menghadiahkan seekor unta kepada seorang anakku selama hidupnya."" —Amr mengatakan bahwa di dalam atsar ini terdapat kalimat bahwa unta tersebut beranak-pinak, sedangkan Ibnu Najih mengatakan di dalam hadisnya bahwa unta itu beranak banyak dan berkembang biak dengan pesat—. Maka Ibnu Umar berkata, ""Unta itu adalah miliknya selama hidup dan sesudah matinya."" Lelaki badui itu berkata, ""Sesungguhnya aku menyedekahkan unta itu kepadanya."" Ibnu Umar menjawab, ""Jika demikian, engkau kian bertambah jauh dari (memiliki) unta itu."" 806"
1582;Musnad Syafi'i 1582;"Sesungguhnya kami benar-benar merasa heran bila orang seperti kamu sebagai seorang anak imam yang mempunyai petunjuk, lalu ditanya suatu perkara, ternyata ia tidak mempunyai pengetahuan tentangnya."" Maka ia menjawab, ""Demi Allah, masalahnya lebih berat dari itu menurut Allah, menurut orang yang mengenal Allah dan menurut orang yang berilmu dari Allah, bila aku mengatakan sesuatu yang tidak aku ketahui atau aku menceritakan sesuatu bukan dari orang yang dapat dipercaya."" 810"
1596;Musnad Syafi'i 1596;"Lenyapkanlah air mani itu darimu."" Salah satunya —antara Amr dan Ibnu Juraij— berkata, ""Dengan kayu atau idzkir. Sesungguhnya air mani itu sama dengan air ludah dan dahak."" 824"
1604;Musnad Syafi'i 1604;"Aku menyerukan untuk ingat kepada Allah terhadap seseorang yang pernah mendengar dari Nabi  suatu hadis mengenai masalah kandungan."" Maka berdirilah Haml bin Malik bin Nabighah, lalu berkata, ""Aku pernah memisahkan 2 orang budak perempuan milikku (yang sedang berkelahi), tetapi salah seorang darinya memukul yang lain dengan kayu tenda hingga si terpukul gugur kandungannya. Maka, Rasulullah  memutuskan hukuman denda dalam kasus tersebut."" Lalu Umar  berkata, ""Kami tidak dapat memutuskan masalah ini dengan hukum seperti itu melalui ra'yu (pendapat) kami sendiri."" 832"
1615;Musnad Syafi'i 1615;"Allah tidak menghukum kalian disebabkan sumpah-sumpah kalian yang tidak dimaksud (untuk bersumpah)."" (Qs. Al Maa'idah [5]: 225) Maka dia menjawab, ""Contohnya ialah seperti, Tidak, demi Allah; dan memang benar, demi Allah'."" 843"
1620;Musnad Syafi'i 1620;"Sesungguhnya aku telah bernadzar, jika Allah menyelamatkan diriku dengan mengendarainya, niscaya aku benar-benar akan menyembelihnya."" Tetapi mereka melarang menyembelih unta itu sebelum memberitahukannya kepada Nabi SAW, maka beliau bersabda, ""Alangkah buruknya imbalan yang engkau berikan kepadanya, padahal ia telah menyelamatkanmu, tetapi kamu bernadzar akan menyembelihnya.Tidak ada nadzar dalam maksiat kepada Allah, dan tidak ada nadzar pula pada apa yang tidak dimiliki oleh Bani Adam.""847

Keduanya (Sufyan dan Abdul Wahab) atau salah seorang dari keduanya mengatakan dalam hadis ini, ""Dan Nabi SAW mengambil untanya."""
1632;Musnad Syafi'i 1632;"Aku menyaksikan mereka, maka selimutilah mereka berikut darah dan luka-luka mereka."" 859"
1696;Musnad Syafi'i 1696;"Hai nak, cukurlah sampai bersih!"" Jika ia memotong rambutnya, maka yang mula-mula diambilnya ialah dari sebelah kanan sebelum sebelah kirinya. 923"
1697;Musnad Syafi'i 1697;"Mulailah dari sebelah kanan."" 924"
1699;Musnad Syafi'i 1699;"Apakah ada seseorang yang mencela perbuatannya itu?"" Maka berkatalah Al Qasim, ""Dia adalah Ummul Mukminin."" Maka aku merasa malu. 926"
1701;Musnad Syafi'i 1701;"Rasulullah  telah memerintahkan diriku agar menemani Aisyah melakukan umrah, maka aku menemaninya umrah dari Tan'im."" Ibnu Aus dan lain-lainnya dalam hadis ini mengatakan bahwa (hal itu terjadi) di malam (malam keluarnya jamaah haji dari Makah hari-hari tasyriq). 928"
1706;Musnad Syafi'i 1706;"Hai manusia, ber-istighfar-lah kalian!"" Kemudian ia berangkat, dan seakan-akan aku sempat melihat pahanya karena ia memukul unta kendaraannya dengan tongkatnya. 933"
1708;Musnad Syafi'i 1708;"Terbitlah, hai Tsabir, agar kami dapat berangkat."" Maka, Allah mengakhirkan yang ini dan mendahulukan yang itu. 935"
1709;Musnad Syafi'i 1709;"Aku termasuk orang-orang yang datang mendahului Rasulullah  dari kalangan orang-orang lemah keluarganya, dari Muzdalifah ke Mina."" 936"
1725;Musnad Syafi'i 1725;"Dan beliau mencium ujung tongkatnya."" 952"
1727;Musnad Syafi'i 1727;"Hai manusia, berpagi harilah kalian! Hai manusia, berpagi harilah kalian!"" Kemudian ia berangkat dan aku sempat melihat pahanya karena ia memukul unta kendaraannya dengan tongkatnya. 954"
1730;Musnad Syafi'i 1730;"Lemparlah oleh kalian dengan batu kerikil sebesar batu ketapel""957"
1740;Musnad Syafi'i 1740;"Janganlah seorang qadhi memutuskan perkara, atau janganlah seorang hakim memutuskan perkara di antara 2 orang yang bersengketa sedangkan dia dalam keadaan marah.""957"
1758;Musnad Syafi'i 1758;"Barangsiapa menghidupkan tanah yang mati, maka tanah itu adalah untuknya; sedangkan tanah yang biasa adalah untuk Allah dan Rasulullah-Nya, kemudian tanah itu untuk kalian dariku.""985"
1761;Musnad Syafi'i 1761;"Bunuhlah oleh kalian setiap penyihir laki-laki dan perempuan."" Bujalah melanjutkan kisahnya, ""Maka kami membunuh 3 orang penyihir perempuan."" Ia mengatakan lagi, ""Kami menerima sebuah berita bahwa Hafshah -istri Nabi  shallallahu 'alaihi wa sallam- pernah membunuh seorang budak perempuan miliknya yang telah menyihirnya."" 987"
1762;Musnad Syafi'i 1762;"Bagaimana keputusanmu tentang umrah sebelum haji, sedangkan Allah  telah berfirman, 'Dan sempurnakanlah ibadah haji dan umrah karena Allah'."" (Qs. Al Baqarah [2]: 196). Ibnu Abbas balik bertanya, ""Bagaimanakah kalian membaca, 'Sesungguhnya utang itu sebelum wasiat, ataukah wasiat itu sebelum utang?'"" Mereka menjawab, ""Wasiat sebelum utang."" Ibnu Abbas bertanya, ""Manakah di antara keduanya yang kalian dahulukan?"" Mereka menjawab, ""Utang."" Ibnu Abbas berkata, ""Hal itu pun sama saja."" 988 Asy-Syafi'i berkata, ""Bahwa Mendahulukan adalah boleh."""
1771;Musnad Syafi'i 1771;"Ya Allah selamatkanlah Al Walid bin Walid, Salamah bin Hisyam, dan Ayasy bin Abu Rabi'ah."" 995"
1777;Musnad Syafi'i 1777;"Apabila budak perempuan seseorang dari kalian berbuat zina dan perbuatan zinanya itu jelas (terbukti), hendaklah dia menderanya sebagai hukuman had, tetapi janganlah dia memaki-makinya. Kemudian jika ia kembali melakukan perbuatan zina, dan perbuatan zina itu terbukti, hendaklah ia didera sebagai hukuman had, tetapi tidak boleh dicaci-maki. Selanjutnya bila dia kembali melakukan zina dan perbuatan zinanya itu terbukti, hendaklah dia didera sebagai hukuman had, tetapi tidak boleh dimaki-maki. Kemudian jika dia kembali melakukan zina dan perbuatan zinanya terbukti, hendaklah si pemilik menjualnya, sekalipun dengan harga seutas tambang (tali)."" 1001"
1796;Musnad Syafi'i 1796;"Apakah engkau tidak bermaksud melakukan haji?"" Dhuba'ah menjawab, ""Sesungguhnya aku sedang sakit."" Nabi bersabda, ""Kerjakanlah hajimu dan syaratkanlah bahwa tempat ber-tahallul-ku ialah di tempat aku tertahan (oleh sakitku,)."" 1020"
1797;Musnad Syafi'i 1797;"Wahai anak saudara perempuanku, apakah engkau pernah mengecualikan dalam hajimu?"" Aku bertanya kepadanya, ""Apakah yang harus aku ucapkan?"" Aisyah berkata, ""Ucapkanlah, 'Ya Allah, aku bermaksud melakukan ibadah haji, dan untuk hajilah aku berniat Jika Engkau memudahkannya, maka hal ini merupakan ibadah haji; dan jika aku tertahan oleh halangan (sakit), maka hal ini merupakan ibadah umrah'."""
